LINR;LINAME;NAME1;BELFD;TLNR;AUART;AFTNR;APS;ABSN;ATNR;ARTIKEL;MATERIALNR;URLND;WARTARNR;MENGE;ERFMENGE;GEBINDEME;SNNR;SNNRALT;EINZELEK;LIEFERSCHEINNR;LIEFERDATUM;RENREX;REDAT;BIDSER;BID
70280;Rafflenbeul;Rudolf Rafflenbeul;168691;1;E;241377;1;1882;21168-00-00;21168-00-00 Sicherungssch 33023035 Cr6frei;33023035;0;73182100950;342000;342000;342;P24410007;240825;12,51;2406165;08.10.2024;2405569;02.10.2024;22638;627638
70280;Rafflenbeul;Rudolf Rafflenbeul;168691;2;E;241377;1;1883;21168-00-00;21168-00-00 Sicherungssch 33023035 Cr6frei;33023035;0;73182100950;522000;522000;522;P24410008;240894;12,51;2406165;08.10.2024;2405569;02.10.2024;22638;627639
70280;Rafflenbeul;Rudolf Rafflenbeul;168691;3;E;241377;1;1884;21168-00-00;21168-00-00 Sicherungssch 33023035 Cr6frei;33023035;0;73182100950;246000;246000;246;P24410009;240460;12,51;2406165;08.10.2024;2405569;02.10.2024;22638;627640
77658;Tronser CNC GmbH;Tronser CNC GmbH;169382;3;E;212606 17.06.24;1;133;33616;33616 Bolzen 56366121307;56366121307;0;84312000500;1124;1124;11,24;P24400059;;79,6;332796;04.10.2024;424574;02.10.2024;22599;627519
77658;Tronser CNC GmbH;Tronser CNC GmbH;169382;3;E;212606 17.06.24;2;134;33616;33616 Bolzen 56366121307;56366121307;0;84312000500;2237;2237;22,37;P24400059;;79,6;332796;04.10.2024;424574;02.10.2024;22599;627519
71132;Bernacki;Bernacki Industrial Ser. Sp. z o.o.;169470;1;E;OC/0184/2024 20.8.24;1;17;34578;34578 Bolzen 15334461004;15334461004;60;84312000500;325;325;3,25;P24410032;;283;WZ 0473/24/TOW;08.10.2024;WDT0489-24;02.10.2024;22629;627756
70280;Rafflenbeul;Rudolf Rafflenbeul;169525;2;E;242148;1;294;21271;21271 Sicherungs./Washer 00009574E;00009574;0;73182100950;37500;37500;37,5;P24410005;240451;12,47;2406155;08.10.2024;2405558;02.10.2024;22637;627635
70280;Rafflenbeul;Rudolf Rafflenbeul;169525;3;E;242148;1;295;21271;21271 Sicherungs./Washer 00009574E;00009574;0;73182100950;9050;9050;9,05;P24410006;240891;12,47;2406155;08.10.2024;2405558;02.10.2024;22637;627636
70264;Pfeffer Präzisionsteile;Pfeffer Präzisionsteile e.K.;169848;1;E;210178;3;1;31082-00;31082-00 Bolzen 0009123124;729318;0;84312000500;9805;9805;98,05;P24410030;00910827;42,15;313790;08.10.2024;413474;02.10.2024;22630;627753
70280;Rafflenbeul;Rudolf Rafflenbeul;169931;1;E;242516;1;296;21271;21271 Sicherungs./Washer 00009574E;00009574;0;73182100950;58450;58450;58,45;P24410006;240891;12,47;2406155;08.10.2024;2405558;02.10.2024;22637;627637
70264;Pfeffer Präzisionsteile;Pfeffer Präzisionsteile e.K.;169973;1;E;210135;1;1;92184;92184 Hutmutter nach Zeichn.76985300;;0;73181692900;424;424;4,24;P24410031;50106-0004;77,8;313795;08.10.2024;413479;02.10.2024;22631;627755
70275;Makrosan;MAKROSAN METAL San. Tic. Ltd. Sti.;170286;1;E;19092024-3;1;168;30598;30598 Distanzblech;0009142812;52;84312000500;5183;5183;5183;P24430001;;0,46;IHR2024000000121;21.10.2024;IHR2024000000121;02.10.2024;22677;628616
70285;Reyher;F. REYHER Nchfg. GmbH & Co. KG;170463;1;E;0055417847;1;7;64343;64343 DIN 933 A2-70 M16x45;;;;100;100;1;P24400058;;28,63;49292332;04.10.2024;74907038;02.10.2024;22626;627518
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;170489;3;E;O3-20247108;1;257;11429-00-00;11429-00-00 Rivet 620461801A;6204618;52;73182300900;186725;186725;186,725;P24410002;24060480;14,51;IHR2024000000103;07.10.2024;IHR2024000000103;02.10.2024;22646;627568
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;167387;1;REA;best.;1;374;11168-00-00;11168-00-00 Screw 616050700A;6160507;52;73181588800;35300;35300;353;P24410025;24030397;20,3;NEI2024000005372;08.10.2024;IHC2024000001667;03.10.2024;22656;627692
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;167387;3;REA;best.;1;414;11168-00-00;11168-00-00 Screw 616050700A;6160507;52;73181588800;19700;19700;197;P24420030;24030397;20,3;NEI2024000005402;16.10.2024;IHC2024000001677;04.10.2024;22678;628391
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;167829;3;E;best.;1;1142;12302-00-00;12302-00-00 Screw 643 6122 00E;6436122;52;73181595890;135000;135000;1350;P24420063;24030222;11,45;NEI2024000005402;17.10.2024;IHC2024000001677;04.10.2024;22678;628480
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168050;1;E;best.;1;415;11168-00-00;11168-00-00 Screw 616050700A;6160507;52;73181588800;54230;54230;542,3;P24420030;24030397;20,3;NEI2024000005402;16.10.2024;IHC2024000001677;04.10.2024;22678;628397
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168103;3;E;Bestätigt;1;47;11693-00-10;11693-00-10 ShoulderNut 624709300A Türkei;6247093;52;73181692900;16000;16000;160;P24420057;24080334;5,91;NEI2024000005402;17.10.2024;IHC2024000001677;04.10.2024;22678;628462
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168103;3;E;Bestätigt;2;48;11693-00-10;11693-00-10 ShoulderNut 624709300A Türkei;6247093;52;73181692900;25700;25700;257;P24420057;24080334;5,91;NEI2024000005402;17.10.2024;IHC2024000001677;04.10.2024;22678;628462
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168271;2;E;bestätigt;1;219;11409-00-00;11409-00-00 Schraube 615882000B;6158820;52;73181595890;24000;24000;240;P24420055;24060721;10,6;NEI2024000005402;17.10.2024;IHC2024000001677;04.10.2024;22678;628459
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168298;1;E;bestätigt;1;2313;11340-00-10;11340-00-10 Rivet 615128900B;6151289;52;73182300900;91000;91000;910;P24410023;24060725;3,38;NEI2024000005409;08.10.2024;IHC2024000001683;04.10.2024;22657;627676
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168298;5;E;bestätigt;1;2411;11340-00-10;11340-00-10 Rivet 615128900B;6151289;52;73182300900;160000;160000;1600;P24420056;24060725;3,38;NEI2024000005402;17.10.2024;IHC2024000001677;04.10.2024;22678;628460
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;168565;3;E;O3-20246387;1;47;12374-00-00;12374-00-00 Screw 648903200B;6489032;52;73181595890;138850;138850;138,85;P24420031;AA0030716;32,06;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628401
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;168898;18;E;O3-20246513;1;4559;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;126580;126580;126,58;P24420032;AA0030602-8;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628403
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168909;2;E;Bestätigt;1;230;22350-00-10;22350-00-10 Buchse 3405 1098C         Net;33021239;52;73182900900;30000;30000;300;P24420062;24060624;10,67;NEI2024000005402;17.10.2024;IHC2024000001677;04.10.2024;22678;628478
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168998;3;E;bestätigt;1;125;71878-00-00;71878-00-00 Schraube 455880201A9;4558802;52;73181595890;22000;22000;220;P24420058;24061105;5,64;NEI2024000005402;17.10.2024;IHC2024000001677;04.10.2024;22678;628469
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169030;1;E;Bestätigt;1;1;72886;72886 Schraube  3098325-AA;307304310;52;73181595890;9720;9720;97,2;P24410024;24061036;18,13;NEI2024000005409;08.10.2024;IHC2024000001683;04.10.2024;22657;627680
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169032;1;E;O3-20246599;1;4560;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;855420;855420;855,42;P24420032;AA0030602-8;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628404
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169032;2;E;O3-20246599;1;4561;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;600000;600000;600;P24420033;AA0030602-7;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628405
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169032;3;E;O3-20246599;1;4562;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;764000;764000;764;P24420034;AA0030602-9;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628408
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169032;4;E;O3-20246599;1;4563;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;10000;10000;10;P24420035;24060049;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628409
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169032;5;E;O3-20246599;1;4564;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;230000;230000;230;P24420036;24060052;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628410
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169032;6;E;O3-20246599;1;4566;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;148000;148000;148;P24420037;24060044;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628412
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169032;7;E;O3-20246599;1;4567;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;478000;478000;478;P24420038;24050224;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628413
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169032;8;E;O3-20246599;1;4568;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;178000;178000;178;P24420039;24050225;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628414
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169032;9;E;O3-20246599;1;4569;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;236580;236580;236,58;P24420040;24050502;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628415
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169033;1;E;O3-20246600;1;4565;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;109000;109000;109;P24420036;24060052;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628411
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169033;2;E;O3-20246600;1;4570;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;47420;47420;47,42;P24420040;24050502;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628416
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169033;3;E;O3-20246600;1;4575;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;497000;497000;497;P24420041;24050511;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628418
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169033;4;E;O3-20246600;1;4576;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;391000;391000;391;P24420042;24060060;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628419
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169033;5;E;O3-20246600;1;4577;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;255800;255800;255,8;P24420043;24050505;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628420
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169033;6;E;O3-20246600;1;4578;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;305000;305000;305;P24420044;24050506;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628421
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169033;7;E;O3-20246600;1;4579;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;510000;510000;510;P24420045;24050520;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628422
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169033;8;E;O3-20246600;1;4580;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;166000;166000;166;P24420046;24050521;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628423
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169033;9;E;O3-20246600;1;4581;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;165000;165000;165;P24420047;24050524;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628424
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169033;10;E;O3-20246600;1;4582;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;155000;155000;155;P24420048;24050534;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628425
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169033;11;E;O3-20246600;1;4583;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;194000;194000;194;P24420049;24050542;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628426
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169033;12;E;O3-20246600;1;4584;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;159000;159000;159;P24420050;24050544;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628427
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169033;13;E;O3-20246600;1;4585;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;324000;324000;324;P24420051;24050548;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628428
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169033;14;E;O3-20246600;1;4586;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;47000;47000;47;P24420052;24060048;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628429
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169033;15;E;O3-20246600;1;4587;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;174780;174780;174,78;P24420053;24060508;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628430
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169034;1;E;O3-20246601;1;4588;11704-00-10;11704-00-10 Niet 618773100A Stahl TELMETAL;560569099;52;73182300900;5220;5220;5,22;P24420053;24060508;13,91;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628431
70308;TELMETAL;TELMETAL SOGUK HA. SAN. VE TIC.A.S.;169039;1;E;O3-20246606;1;48;12374-00-00;12374-00-00 Screw 648903200B;6489032;52;73181595890;136450;136450;136,45;P24420031;AA0030716;32,06;IHR2024000000104;16.10.2024;IHR2024000000104;04.10.2024;22658;628402
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169138;1;E;bestätigt;1;126;71878-00-00;71878-00-00 Schraube 455880201A9;4558802;52;73181595890;124250;124250;1242,5;P24420058;24061105;5,64;NEI2024000005402;17.10.2024;IHC2024000001677;04.10.2024;22678;628470
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169138;2;E;bestätigt;1;127;71878-00-00;71878-00-00 Schraube 455880201A9;4558802;52;73181595890;75750;75750;757,5;P24420059;24030435;5,64;NEI2024000005402;17.10.2024;IHC2024000001677;04.10.2024;22678;628471
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169234;1;E;bestätigt;1;128;71878-00-00;71878-00-00 Schraube 455880201A9;4558802;52;73181595890;74250;74250;742,5;P24420059;24030435;5,64;NEI2024000005402;17.10.2024;IHC2024000001677;04.10.2024;22678;628472
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169234;2;E;bestätigt;1;129;71878-00-00;71878-00-00 Schraube 455880201A9;4558802;52;73181595890;18000;18000;180;P24420060;24090024;5,64;NEI2024000005402;17.10.2024;IHC2024000001677;04.10.2024;22678;628473
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169303;1;E;bestätigt;1;51;11693-00-10;11693-00-10 ShoulderNut 624709300A Türkei;6247093;52;73181692900;20000;20000;200;P24420057;24080334;5,91;NEI2024000005402;17.10.2024;IHC2024000001677;04.10.2024;22678;628468
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169466;9;E;KW 40 bestätigt;1;85;73100-00-00;73100-00-00 Screw 90127  B0192;90127;52;73181595890;27150;27150;271,5;P24420061;24070053;16,75;NEI2024000005402;17.10.2024;IHC2024000001677;04.10.2024;22678;628474
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;169575;1;E;bestätigt;1;50;11693-00-10;11693-00-10 ShoulderNut 624709300A Türkei;6247093;52;73181692900;40000;40000;400;P24420057;24080334;5,91;NEI2024000005402;17.10.2024;IHC2024000001677;04.10.2024;22678;628467
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;170560;1;E;Bestätigt;1;49;11693-00-10;11693-00-10 ShoulderNut 624709300A Türkei;6247093;52;73181692900;30530;30530;305,3;P24420057;24080334;5,91;NEI2024000005402;17.10.2024;IHC2024000001677;04.10.2024;22678;628463
70295;Schriever;Hans Schriever GmbH & Co. KG;168851;1;REA;42002020;1;112;11520-00-00;11520-00-00 Screw 622380800A  STS;6223808;;73181499900;2176000;2176000;2176;P24410026;F177813-B52992-38156;5,74;778098;08.10.2024;875789;07.10.2024;22642;627711
70197;Inmetch Industrial Co. Ltd.;INMETCH Industrial CO., LTD.;166681;2;E;IM23C071;2;1;67308;67308 Nut M14x1.5   RAY2027002A;HH-AY2027-002;736;73182900900;81609;81609;81,609;P25010001;2401004-2N303;114,68;IM-241008PG;02.01.2025;IM-241008PG;08.10.2024;23094;633166
70197;Inmetch Industrial Co. Ltd.;INMETCH Industrial CO., LTD.;167198;1;E;IM23C072;1;1;12124-00-00;12124-00-00 Nut 647 6534 00B;6476534;736;73181699900;150000;150000;150;P25010002;IM23C072-1-1;72,8;IM-241008PG;02.01.2025;IM-241008PG;08.10.2024;23094;633167
70197;Inmetch Industrial Co. Ltd.;INMETCH Industrial CO., LTD.;167198;2;E;IM23C072;1;2;12124-00-00;12124-00-00 Nut 647 6534 00B;6476534;736;73181699900;150000;150000;150;P25010003;IM23C072-1-2;72,8;IM-241008PG;02.01.2025;IM-241008PG;08.10.2024;23094;633168
70197;Inmetch Industrial Co. Ltd.;INMETCH Industrial CO., LTD.;167198;3;E;IM23C072;1;3;12124-00-00;12124-00-00 Nut 647 6534 00B;6476534;736;73181699900;150000;150000;150;P25010004;IM23C072-1-3;72,8;IM-241008PG;02.01.2025;IM-241008PG;08.10.2024;23094;633169
70197;Inmetch Industrial Co. Ltd.;INMETCH Industrial CO., LTD.;167198;4;E;IM23C072;1;4;12124-00-00;12124-00-00 Nut 647 6534 00B;6476534;736;73181699900;150000;150000;150;P25010005;IM23C072-1-4;72,8;IM-241008PG;02.01.2025;IM-241008PG;08.10.2024;23094;633170
70197;Inmetch Industrial Co. Ltd.;INMETCH Industrial CO., LTD.;167198;5;E;IM23C072;1;5;12124-00-00;12124-00-00 Nut 647 6534 00B;6476534;736;73181699900;169900;169900;169,9;P25010006;IM23C072-1-5;72,8;IM-241008PG;02.01.2025;IM-241008PG;08.10.2024;23094;633171
70197;Inmetch Industrial Co. Ltd.;INMETCH Industrial CO., LTD.;167399;3;E;IM241002;1;1;11924-00-10;11924-00-10 Bush 623399700E Inmetch;6233997;736;73181900900;59800;59800;59,8;P25010007;FW24010095-001B;48,23;IM-241008PG;02.01.2025;IM-241008PG;08.10.2024;23094;633173
70197;Inmetch Industrial Co. Ltd.;INMETCH Industrial CO., LTD.;167399;4;E;IM241002;1;2;11924-00-10;11924-00-10 Bush 623399700E Inmetch;6233997;736;73181900900;292900;292900;292,9;P25010008;FW24010095-001C;48,23;IM-241008PG;02.01.2025;IM-241008PG;08.10.2024;23094;633174
70197;Inmetch Industrial Co. Ltd.;INMETCH Industrial CO., LTD.;168193;1;E;IM243012;1;3;11924-00-10;11924-00-10 Bush 623399700E Inmetch;6233997;736;73181900900;294200;294200;294,2;P25010009;FW24030031-001A;48,23;IM-241008PG;02.01.2025;IM-241008PG;08.10.2024;23094;633182
70197;Inmetch Industrial Co. Ltd.;INMETCH Industrial CO., LTD.;168193;2;E;IM243012;1;4;11924-00-10;11924-00-10 Bush 623399700E Inmetch;6233997;736;73181900900;292200;292200;292,2;P25010010;FW2403001-001B;48,23;IM-241008PG;02.01.2025;IM-241008PG;08.10.2024;23094;633188
70197;Inmetch Industrial Co. Ltd.;INMETCH Industrial CO., LTD.;168193;3;E;IM243012;1;5;11924-00-10;11924-00-10 Bush 623399700E Inmetch;6233997;736;73181900900;295900;295900;295,9;P25010011;FW24030031-001C;48,23;IM-241008PG;02.01.2025;IM-241008PG;08.10.2024;23094;633192
70197;Inmetch Industrial Co. Ltd.;INMETCH Industrial CO., LTD.;168590;1;E;IM244018;1;1;12303-00-00;12303-00-00 Spacer 652 8940 00C;6528940;736;73182900900;243280;243280;243,28;P25010012;FW24040039-001A;58,32;IM-241008PG;02.01.2025;IM-241008PG;08.10.2024;23094;633194
70264;Pfeffer Präzisionsteile;Pfeffer Präzisionsteile e.K.;168613;1;E;209833 12.04.24;1;101;34070;34070 Achse;55234485203;0;84312000500;6508;6508;65,08;P24420006;00910547;62,9;313806;14.10.2024;413489;08.10.2024;22649;628156
72124;BCR Inc.;BCR Inc.;168710;1;REA;2404014;1;3;11853-00-00;11853-00-00 Nut 628248600A;6282486;736;73181660900;1080000;1080000;1080;P25010014;168710;38,6;BE2410003;02.01.2025;BE2410003;08.10.2024;23095;633198
70298;Schneeberger;Schneeberger Metallwaren GmbH;168980;1;E;AB24001262 12.06.24;1;81;64976;64976 Oberteil n.Zg.PE203/ZT-78/661;PE203/ZT-78/661;0;73182200980;150;150;150;P24400057;;17,5;LS24003584;04.10.2024;24002417;08.10.2024;22641;627511
72124;BCR Inc.;BCR Inc.;169218;1;E;BS2406008;2;1;96796;96796 Seal Scr. M4x44 Z1B1E1761B0010;Z1B1E1761B00101;736;73181558900;209375;209375;2093,75;P25010015;B37-240612A-1;7;BE2410003;02.01.2025;BE2410003;08.10.2024;23095;633199
72124;BCR Inc.;BCR Inc.;169218;2;E;BS2406008;1;1;94187;94187 Seal screw Drw.Z1B1E1700A00102;Z1B1E1700A00102;736;73181558900;211065;211065;211,065;P25010016;B37-240612A-2;50,5;BE2410003;02.01.2025;BE2410003;08.10.2024;23095;633200
70197;Inmetch Industrial Co. Ltd.;INMETCH Industrial CO., LTD.;169885;3;E;IM247049;3;1;73668-00-00;73668-00-00 Tube B 0313;B0313;736;83082000900;48060;48060;48,06;P25010013;W20247012-1;146;IM-241008PG;02.01.2025;IM-241008PG;08.10.2024;23094;633195
70197;Inmetch Industrial Co. Ltd.;INMETCH Industrial CO., LTD.;169885;3;E;IM247049;4;2;73668-00-00;73668-00-00 Tube B 0313;B0313;736;83082000900;1940;1940;1,94;P25010013;W20247012-1;146;IM-241008PG;02.01.2025;IM-241008PG;08.10.2024;23094;633195
70178;Gnirss;E.K.F. Gnirss GmbH & Co.KG;170039;1;E;20385 28.08.24;1;13;34329;34329 Axe;50108512600;0;84312000500;580;580;5,8;P24410046;;107,9;55001;10.10.2024;35707;08.10.2024;22640;627968
70265;Präzisa GmbH;Präzisa CNC Zerspanungstechnik GmbH;167680;3;E;637013 09.02.24;3;343;33313;33313 Buchse 56364375400;56364375400;52;84312000500;4832;4832;48,32;P24410048;5-1744;99,53;13785;10.10.2024;13785;09.10.2024;22628;627970
70242;Net Civata;NET CIVATA VE VIDA SAN. A.S.;168450;2;REA;Bestätigt am 25.07.24;1;134;33658;33658 Lagerzapfen 56362120803;56362120803;52;84312000800;9820;9820;98,2;P24420001;24050072;39,95;NEI2024000005489;14.10.2024;IHC2024000001705;09.10.2024;22758;628104
70265;Präzisa GmbH;Präzisa CNC Zerspanungstechnik GmbH;168747;1;E;637079 24.04.24;1;88;34510;34510 Bolzen;0009121796;0;84312000500;7000;7000;70;P24410049;6-1192;36,12;13784;10.10.2024;13785;09.10.2024;22628;627971
